Book Name,Author's Name,Publisher's Name
MECHANICAL DESIGN AND ESTIMATION (Hindi),Sanjai Kumar Gupta,Vayu Education of India
Mechanical Engineering,Rajesh Sethi,Vidhya Prakashan Mandir
A Handbook on Electrical Engineering - Illustrated Formulae & Key Theory Concepts,ME Editorial Board,Made Easy Publications
Application Guide for Power Engineers: Earthing and Grounding of Electrical Systems,K Rajamani,Notion Press
"Basic Electrical Engineering And Electronics, 2E (Hindi)",Sharma D. K,CBS Publications
Electrical engineering By Prayag Publication,S R Jaiswal,Prayag Publicatio
ESE 2018 Main Exam: Electrical Engineering - Subjectwise Conventional Solved Questions Paper - I,ME Editorial Board,Made Easy Publications
ESE 2018 Main Exam: Electrical Engineering - Subjectwise Conventional Solved Questions Paper - II,ME Editorial Board,Made Easy Publications
Electrical Engineering Theory (Hindi),S.K. Jain,Computech Publications Limited
ELECTRICAL ENGINEERING POWER SYSTEM(HINDI),NEETU SINGH,K.D.Publications
ESE 2018 Main Exam: Electronics & Telecom. Engg - Subjectwise Conventional Solved Questions Paper - I,ME Editorial Board,Made Easy Publications
ESE 2018 Main Exam: Electronics & Telecom. Engg - Subjectwise Conventional Solved Questions Paper - II,ME Editorial Board,Made Easy Publications
NSQF (Level 5) ke anusar Electronics Mechanics and Consumer Electronics Theory Ek varshiya padhati pe aadharit,Arihant Experts,Arihant Publications
Basic Electronics Engineering Theory (Hindi),P.S. JHAKHAR,Dhanpat Rai Publications
IES/GATE Hand Written Notes Electronics and Telecommunication Engineering Complete Study material,ToppersNotes,ToppersNotes
GATE ESE PSUs Electronics and Communication Toppers Handwritten Notes (All Technical + ESE GS Paper 1 + Maths & General Ability),"GATE ESE Toppers , Dream2Gate (Contributor)",kamal Online Books Store
Basic Electronics Engineering (Theory & Practical) (in HINDI),"S.K. Jain , Amit Agarwal",Bhartiya Technical Publications
Electronic Patrakarita (Hindi),Ajay Kumar singh,Lokbharti Prakashan
CWC (Central Warehousing Corporation) Superintendent (General) Exam Books,VVK SUBBURAJ,Sura Books Pvt.Ltd
Kiran's CWC Junior Superintendent Prelim Online Exam Practice Work Book,Editorial Board Kiran Prakashan,Kiran Publication
Kiran's CWC Junior Superintendent Preliminary Online Exam Practice Work Book,Editorial Board Kiran Prakashan,Kiran Publication
Objective Food Science and Safety standards,Prabodh Halde and Sanjeev Sharma,Jain Brother Publication
"FCI(Food Corporation of India) Junior Engineer, Assistant (Gr II & III), Steno & Typist Phase - I Exam Books",VVK SUBBURAJ,Sura Books Pvt.Ltd
FCI Study Package for Assistant Grade II & III Recruitment Exam for Phase I & II,Disha Experts,Disha Publication
FCI AG-III Food Corporation of India Assistant Grade-III Paper-II (Technical) Exam Biological Sciences Self Study Guide-cum-Practice work book,Editorial Board Kiran Prakashan,Kiran Publication
Coal India Limited Management,GKP Editorial Board,G.K. Publishers
Engineering Circuit Analysis,"William H Hayt Jr
Jack E Kemmerly
Steven M Durbin",Tata McGraw Hill Education Private Limited
Network Analysis,M.E.Van Valkenburg,Pearson Publications
Thermal Engineering,Domkundwar,Dhanpat Rai Publications
ISRO RECRUITMENT ENTRANCE TEST FOR SCIENTISTS / ENGINEERS IN ELECTRONICS,Deepak Handa,Satya Prakashan
Airports Authority of India Manager (ATC & Electronics)/Jr. Executive (ATC)/Sr. Assistant (Electronics) Examination,Ashish Dixit,Upkar Prakashan
Airport Authority of India Junior Executive ATC/ Electronics (Old Edition),GKP Editorial Board,G.K. Publishers
BEL Bharat Electronics Limited Electronics (PE) Recruitment Examination,GKP,Career Launcher
LEET (Lateral Engineering Entrance Test) 2019 - Guide,Arihant Experts,Arihant Publications
KPTCL Assistant Enggineer Electrical,Arihant Experts,Arihant Publications
Machine Drawing,Narayana K L,New Age International Pvt Ltd
Engineering Drawing with Auto CAD,Narayana K L,New Age International Pvt Ltd
Engineering Graphics,"
Kulkarni D.M.",PHI Learning
Previous year Question Papers with detailed solution- Civil Engineering,Editorial Board,Made Easy
Previous year Question Papers with detailed solution- Civil Engineering,Editorial Board,Made Easy
Architecture Entrance Without Coaching,Ashok Goel,GLOBAL ACADEMIC PUBLISHERS
Material Science,"Narula, Narula & Gupta",Tata McGraw Hill Education Private Limited
A first course on Material Science,Raghavan V,Prentice Hall India Learning Private Limited
Let's Crack AFCAT,SSBCrack,Shaurya Publications LLP
Theory of machines,S S Rattan,Tata McGraw Hill Education Private Limited
Fundamentals of Modern Manufacturing,Mikell P. Groover,John Wiley & Sons
AFCAT Solved Papers and Practice Sets,Arihant Experts,Arihant Publications
AFCAT (Air Force Common Admission Test) Self Study Guide-cum-Practice Work Book,Editorial Board Kiran Prakashan,Kiran Publication
Principles of Manufacturing Materials & Processes,J.S. Campbell,Tata McGraw Hill Education Private Limited
Theory of mechanism & Machines,J.E. Shigley and Uicker,Oxford Book Company
AFCAT (Vayu Sena Sanyukt Pravesh Pariksha),Arihant Experts,Arihant Publications
Let's Crack EKT,SSBCrack,Shaurya Publications LLP
Objective General Engineering,GKP Editorial Board,G.K. Publishers
Objective Mechanical Engineering,R P Garg,Standard Publishers Distributors
Handbook of Computer Science & IT,Surbhi Mitra,Arihant Publications
Mcqs in Computer Science,Williams,Tata McGraw Hill Education Private Limited
Kiran?s Text Book Approach to Computer Knowledge,Editorial Board Kiran Prakashan,Kiran Publication
Handbook Series of Electronics & Communication Engineering,Arihant Experts,Arihant Publications
Handbook Series of Electrical Engineering,Arihant Experts,Arihant Publications
Objective Electrical Engineering,Ramesh Publishing House,Ramesh Publishing House
Introduction to Quantum Mechanics,David J Griffths,Pearson Publications
Quantum Mechanics:Concepts and Applications,Nouredine Jettili,Wiley India Pvt.Ltd
Introduction to Solid State Physics,Charles Kittel,Wiley India Pvt.Ltd
Elementary Solid State Physics,M.Ali Omar,Pearson Publications
Statistical Physics,F.Reif,Sarat Book Distributors
Mathematical Methods for Physics and Engineering,"K.F.Rilley 
M.B.Hobson
S.J.Bence",Cambridge University Press
Mathematical Methods for Physicists,"Arfken
Weber
Harris",Elsevier Publications
"Intoduction to Classical Mechanics 
with Problems and Solutions",David Morin,Cambridge University Press
Heat and Thermodynamics,"Mark W Zemansky
Richard H Dittman
",Tata McGraw Hill Education Private Limited
Optics,Ajoy Ghatak,Tata McGraw Hill Education Private Limited
A Textbook of Optics,"Dr.N.Subrahmaniam
Dr.M.N.Avadhanulu",S.Chand Publications
Mechanical Engineering Design,M.Z. Kolovsky,Springer Publications
Nuclear Physics,V.Devanathan,Narosa Publishing House
GATE 2020 Guide - Life Science Biochemistry,GK Publications Private Limited,G.K. Publishers
Life Sciences: Fundamentals and Practice - I,Pranav Kumar and Usha Mina,Pathfinder publication
Life Sciences: Fundamentals And Practice Part - II,Pranav Kumar and Usha Mina,Pathfinder publication
Physical Chemistry,"Keith.J.Laidler
John H Meiser",CBS Publications
Principles of Physical Chemistry,"Samuel H Maron
Carl F Prutton",Oxford Book Company
A Course in I.C. Engines,V. M. Domkundwar,Assorted Editorial
Metrology,Gupta I. C.,Dhanpat Rai Publications
Physical Chemistry,Ira Levine,Tata McGraw Hill Education Private Limited
Essentials of Nuclear Chemistry,H.J.Arnikar,New Age International Pvt Ltd
Organic Chemistry:Natural Products,O.P.Agarwal,Krishna Educational Publishers
Concepts and Models of Inorganic Chemistry,"Boudi Douglas
Darl McDaniel
John Alexander",Wiley India Pvt.Ltd
Concise Inorganic Chemistry,J.D.Lee,Wiley India Pvt.Ltd
Inorganic Chemistry,Alan G Sharpe,Pearson Publications
Inorganic Chemistry,"Duward Shriver
P.W.Atkins",W.H.Freeman
Organic Chemistry:Structure and Reactivity,Seyhan E Ege,Macmillian Publishers
Organic Chemistry,Paula.Y.Bruice,Pearson Publications
Organic Chemistry,"Morrison Boyd
Bhattacharjee",Pearson Publications
Applications of Absorption Spectroscopy of Organic Compounds,John.R.Dyer,PHI Publications
Organic Spectroscopy,William Kemp,Macmillian Publishers
UGC NET/JRF/SLET General Paper-1 Teaching & Research Aptitude,Arihant Experts,Arihant Publications
UGC NET/JRF/SLET General Paper-1 Shikshan Avum Shodh Abhiyogita,Arihant Experts,Arihant Publications
NTA UGC NET/SET/JRF - Paper 1: Teaching and Research Aptitude by Pearson,KVS Madaan,Pearson Publications
?? ?? ?- ??. ??. ??. (??? /???/?? ?? ??) ??????? ????-1 : ?????? ??? ??? ?????????? |UGC NET/SET/JRF Paper 1 - in Hindi,KVS Madaan,Pearson Publications
Spectroscopy of Organic Compounds,P.S.Kalsi,New Age International Pvt Ltd
Engineering Circuit Analysis,"William H Hayt Jr
Jack E Kemmerly
Steven M Durbin",Tata McGraw Hill Education Private Limited
Fundamentals of Microelectronincs,Behzad Razavi,Wiley India Pvt.Ltd
Gate Electronics and Communication,R.K.Kanodia,Nodia and Co
Signals and Systems,"Alan V Oppenheim
Alan S Wilsky
S.Hamid Nawab",Pearson Publications
Modern Digital and Analog Communication System,"B.P.Lathi
Zhi Ding",Oxford Book Company
A Course in Elecrical and Electronic Communication System,A.K.Sawhney,Dhanpat Rai Publications
Trueman's UGC NET Anthropology,A.M Tripati,Danika Publishing Company
Modern UGC NET/SLET: Anthropology,Editorial Experts,A Team of Experts
UGC Net Anthropology Solved Paper (Paper II & II),Amar Ujala Team,Amar Ujala Publication Ltd
UGC-NET: Commerce (Paper II) Exam Guide - (NTA),RPH Editorial Board,Ramesh Publishing House
Trueman's UGC NET Commerce,Anshu Kataria and Shivani Parveen Kataria,Danika Publishing Company
UGC Net Commerce,Dr. Kaushik Vineet,Arihant Publications
TRUEMAN'S UGC NET VANIJYA (COMMERCE),M. P. Sharma,Trueman Book Company
NTA UGC COMMERCE ( HINDI ) PAPER-II WITH SOLVED PAPER,Arihant Experts,Arihant Publications
UGC Net Education,Arihant Experts,Arihant Publications
UGC-NET: Education (Paper II) Exam Guide,M.S. Ansari,Ramesh Publishing House
UGC NET / SET (JRF & LS) - Education Paper 2 & 3,Rani Pooja,Arihant Publications
UPKAR PRAKASHAN UGC-NET/JRF/SET EDUCATION (PAPER II),Dr. K. Kautilya,Upkar Prakashan
UGC-NET: Education (Paper II) Exam Guide,M.S. Ansari,Ramesh Publishing House
UGC NET Siksha Shastra,"Sumit Kumar Bernwal, Ranjeeta Chaudhary, Yogesh Pandey",Arihant Publications
UGC-NET: Social Work (Paper II) Exam Guide,Avnish Nagar,Ramesh Publishing House
Social Work for UGC NET Paper II (Core),Nitesh Dhawan,Tata McGraw Hill Education Private Limited
Trueman's UGC NET Social Work,Yogendra Pal,Danika Publishing Company
UGC NET/JRF/SET Social Work (Paper II),Achalendra Kumar,Upkar Prakashan
UGC Net Samaj Karya (Hindi),Satya Prakash,Arihant Publications
CBSE UGC-NET DEFENCE AND STRATEGIC STUDIES,Geetha Book House,Geetha Book House
Strategic Thought and the Art of War (Military Science/Defence & Strategic Studies),IPS Dr. N.C. Asthana,Pointer Publishers
UGC Net/JRF/SLET Raksha Evam Strategic Adhyayan,Lieut. (Dr.) Rajeev Kumar Chauhan,Akriti Prakashan
Defence for UPPCS Mains (Rakshaa adhyayan),Arohi Publication,Arohi Publication
Suraksha Adhyayan U.G.C. NET / JRF State Public Service Commission Exams and Exams for Lectureship,Prof. (Dr) L.K. Mishra,Akriti Prakashan
TRUEMAN'S UGC NET HOME SCIENCE,Anju Khosla and Ruchi,Trueman Book Company
UGC NET/JRF/SET Home Science (Paper - II),Akanksha,Upkar Prakashan
Ugc Net Home Science,Arihant Experts,Arihant Publications
UPKAR PRAKASHAN UGC NET/JRF/SET HOME SCIENCE (PAPER II & III),Dr. Akanksha,Upkar Prakashan
UGC Net Paper-II Grah Vigyan (Home Science) - New Edition,Dr. Anil Sharma,GLOBAL ACADEMIC PUBLISHERS
Ugc Net Grah Vigyan,Arihant Experts,Arihant Publications
UGC Net/Set (Jrf & Ls) Public Administration Paper II & III,Swain Deepak,Arihant Publications
Ugc Net Public Administration,Deepak Swain,Arihant Publications
NTA-UGC-NET: Public Administration (Paper II) Exam Guide,Uday Kumar Singh & Ajay Kumar,Ramesh Publishing House
UGC-Net Set Public Administration Exam Guide (Paper II & Paper III),Gupta R.,Ramesh Publishing House
NTA-UGC-NET: Public Administration (Paper II) Exam Guide,Ramesh Publishing House,Ramesh Publishing House
UGC-NET: Public Administration (Paper II and III),Ramesh Publishing House,Ramesh Publishing House
UGC NET Lok Prashasan,Arihant Experts,Arihant Publications
UGC NET Music Exam Guide,Dr. Gunjan SaxenaDr Nisha Rawat,Ramesh Publishing House
UGC NET SANGEET,Arihant Experts,Arihant Publications
UGC Net Management,Agarwal Mohit,Arihant Publications
Trueman's UGC NET Management,Shivani M,Trueman Book Company
UGC-NET: Management (Paper II) Exam Guide,Sima Kumari,Ramesh Publishing House
U G C - NET DIGEST ON PAPER II & III PHYSICAL EDUCATION,Khel Sahitya Kendra,Khel Sahitya Kendra
UGC-NET/JRF/SLET Physical Education - Paper II & III: Paper 2 and 3,Shyam Anand,Upkar Prakashan
"Sharirik Shiksha / Physical Education U.G.C.-NET, T.G.T., P.G.T., K.V.C., D.S.S.S.B., R.P.S.C./R.S.M.S.S.B., L.T. II and II Grade and for other competitive examination (",Editorial Board,Sports Publication
CBSE-UGC-NET/SET: Labour Welfare & Industrial Relations Labour & Social Welfare Human Resource Management (Paper II & III) Exam Guide,Bhuvaneshwari Sivakumar,RPH
UGC-NET: Labour Welfare & Industrial Relations / Labour & Social Welfare / Human Resource Management (Paper II) Exam Guide,Bhuvaneshwari Sivakumar,RPH
ARIHANT'S UGC NET HUMAN RESOURCE MANAGEMENT LABOUR WELFARE AND INDUSTRIAL RELATIONS LABOUR AND SOCIAL WELFARE,Jyoti Sardana| Mona Yadav,Arihant Publications
UGC-NET: Law (Paper II) Exam Guide,Apoorv Bhardwaj,RPH
Trueman's UGC NET Law,Suman Chauhan,Danika Publishing Company
U.G.C. Net Guide on Law Paper II and III,J.K. Upadhyay,Central Law Publications
UGC-NET Guide on Law,JK Upadhyay,Central Law Publications
UGC NET/JRF/SET Library And Information Science (Paper-II),Sarojanand Jha,Upkar Prakashan
UGC-NET: Library & Information Science (Paper II) Exam Guide,Ravindra Pandey,Ramesh Publishing House
Buddhist Studies: Papers of the 12th World Sanskrit Conference - Vol.8,R. Gombrich,Motilal Banarsidass
A Guidebook for GATE Instrumentation Engineering: Theory Objective Questions with Detailed Answers,Satish K Karna,CBS Publications
Archaeology,Parragon,Parragon
Higher Engineering Mathematics,B.S.Grewal,KHANNA PUBLISHERS
Ugc Net Computer Science and Applications,Surbhji Sharma,Arihant Publications
UGC-NET 2019: Computer Science & Applications (Paper II & Paper III),Made Easy Publications,Made Easy Publications
UGC NET/JRF/SET Computer Science and Applications: Paper II & III,Chandresh Shah and Saurabh Mishra,Upkar Prakashan
UGC NET: Computer Science & Applications (Paper II) Exam Guide,M. Shamshur Rabb Khan,Ramesh Publishing House
Network Analysis,Valkenburg,Pearson Publications
Integrated Circuits,K R Botakr,KHANNA PUBLISHERS
Signals and Systems,Oppenheim,Pearson Publications
Principles of Communication Systems (SIE) 4E,Herbut Taub,Tata McGraw Hill Education Private Limited
Electromagnetic Waves and Radiating Systems,Edward C Jordan,Pearson Publications
Advanced Engineering Mathematics,Erwin Kreysig,Wiley India Pvt.Ltd
UGC NET HINDI PAPER 2,Dr. Ashok Tiwari,SAHITYA BHAWAN
Heat and Mass Transfer,Dr. D.S. Kumar,S.K. Kataria & Sons
Industrial engineering and production management,M.Mahajan,generic
Refrigeration and Air-conditioning,P. L. Ballaney,KHANNA PUBLISHERS
Industrial Engineering and Management,"S. C. Sharma,T. R. Banga",KHANNA PUBLISHERS
Industrial Engineering and Management,O P Khana,Dhanpat Rai Publications
Refrigeration and Air-conditioning,C.P. Arora,Tata McGraw Hill Education Private Limited
UGC-NET: English (Paper II) Exam Guide,H.S. Bhatia,Ramesh Publishing House
Ugc Net English Literature,Arihant Experts,Arihant Publications
Trueman's UGC NET English Literature,B.P. Panigrahi,Danika Publishing Company
UGC NET/JRF/SLET English - Paper II,B.B. Jain,Upkar Prakashan
NTA-UGC-NET: Linguistics (Paper II) Exam Guide,Ringu Ann Baby,Ramesh Publishing House
"An Introduction to Linguistics: Language, Grammar and Semantics",Syal,Prentice Hall India Learning Private Limited
Refrigeration and Air-conditioning,S. Domkundwar & C. Arora,General
Adult Education,N.K. Singh,Saurabh Publishing House
Adult Continuing and Extension Education at a Glance (PB),N Hema Sarat,Astral
Production and operation management,B. Mahadevan,Pearson Publications
UGC-Net: Yoga (Paper II) Exam Guide,Ramesh Publishing House,Ramesh Publishing House
Linear Algebra Done Right,Sheldon Axler,Springer Publications
